,key,value,date
1112,PM10,71,02/1/17
1113,PM10,88,02/1/18
1114,PM10,86.5,02/1/19
1115,PM10,97.5,02/1/20
1116,PM10,89.5,02/1/21
1117,PM10,64.5,02/1/22
1118,PM10,64,02/1/23
1119,PM10,78.5,02/1/24
1120,PM10,97,02/1/25
1121,PM10,92,02/1/26
1122,PM10,79,02/1/27
1123,PM10,79.5,02/1/28
1124,PM10,67,02/1/29
1125,PM10,90,02/1/30
1126,PM10,74,02/1/31
1127,PM10,87.5,02/2/1
1128,PM10,97,02/2/2
1129,PM10,71,02/2/3
1130,PM10,77.5,02/2/4
1131,PM10,92,02/2/5
1132,PM10,85,02/2/6
1133,PM10,87.5,02/2/7
1134,PM10,104.5,02/2/8
1135,PM10,65,02/2/9
1136,PM10,80,02/2/10
1137,PM10,101.5,02/2/11
1138,PM10,110.5,02/2/12
1139,PM10,88.5,02/2/13
1140,PM10,68,02/2/14
1141,PM10,65,02/2/15
1142,PM10,53,02/2/16
1143,PM10,76.5,02/2/17
1144,PM10,68,02/2/18
1145,PM10,66.5,02/2/19
1146,PM10,66.5,02/2/20
1147,PM10,71.5,02/2/21
1148,PM10,90.5,02/2/22
1149,PM10,84,02/2/23
1150,PM10,75,02/2/24
1151,PM10,78,02/2/25
1152,PM10,88,02/2/26
1153,PM10,103.5,02/2/27
1154,PM10,88.5,02/2/28
1155,PM10,87.5,02/3/1
1156,PM10,84.5,02/3/2
1157,PM10,69,02/3/3
1158,PM10,90.5,02/3/4
1159,PM10,77,02/3/5
1160,PM10,75.5,02/3/6
1161,PM10,71.5,02/3/7
1162,PM10,66,02/3/8
1163,PM10,72.5,02/3/9
1164,PM10,85,02/3/10
1165,PM10,81.5,02/3/11
1166,PM10,78,02/3/12
1167,PM10,108,02/3/13
1168,PM10,92.5,02/3/14
1169,PM10,91.5,02/3/15
1170,PM10,77,02/3/16
1171,PM10,116,02/3/17
1172,PM10,112.5,02/3/18
1173,PM10,88,02/3/19
1174,PM10,85.5,02/3/20
1175,PM10,105,02/3/21
1176,PM10,176,02/3/22
1177,PM10,98.5,02/3/23
1178,PM10,104,02/3/24
1179,PM10,94,02/3/25
1180,PM10,72,02/3/26
1181,PM10,83.5,02/3/27
1182,PM10,73,02/3/28
1183,PM10,82,02/3/29
1184,PM10,82.5,02/3/30
1185,PM10,71.5,02/3/31
1186,PM10,107,02/4/1
1187,PM10,96.5,02/4/2
1188,PM10,157,02/4/3
1189,PM10,112,02/4/4
1190,PM10,84,02/4/5
1191,PM10,56,02/4/6
1192,PM10,142.5,02/4/7
1193,PM10,112,02/4/8
1194,PM10,94.5,02/4/9
1195,PM10,89.5,02/4/10
1196,PM10,82,02/4/11
1197,PM10,87,02/4/12
1198,PM10,89,02/4/13
1199,PM10,87,02/4/14
1200,PM10,114,02/4/15
1201,PM10,63,02/4/16
1202,PM10,87,02/4/17
1203,PM10,64,02/4/18
1204,PM10,63,02/4/19
1205,PM10,59,02/4/20
1206,PM10,54.5,02/4/21
1207,PM10,59,02/4/22
1208,PM10,56,02/4/23
1209,PM10,62.5,02/4/24
1210,PM10,72,02/4/25
1211,PM10,71,02/4/26
1212,PM10,92,02/4/27
1213,PM10,72,02/4/28
1214,PM10,63.5,02/4/29
1215,PM10,85.5,02/4/30
1216,PM10,87.5,02/5/1
1217,PM10,71.5,02/5/2
1218,PM10,92.5,02/5/3
1219,PM10,106.5,02/5/4
1220,PM10,101,02/5/5
1221,PM10,65,02/5/6
1222,PM10,51.5,02/5/7
1223,PM10,67.5,02/5/8
1224,PM10,85,02/5/9
1225,PM10,79.5,02/5/10
1226,PM10,67,02/5/11
1227,PM10,58.5,02/5/12
1228,PM10,77,02/5/13
1229,PM10,71,02/5/14
1230,PM10,51,02/5/15
1231,PM10,42,02/5/16
1232,PM10,43,02/5/17
1233,PM10,71,02/5/18
1234,PM10,81.5,02/5/19
1235,PM10,79,02/5/20
1236,PM10,89,02/5/21
1237,PM10,86.5,02/5/22
1238,PM10,77,02/5/23
1239,PM10,71,02/5/24
1240,PM10,63,02/5/25
1241,PM10,85.5,02/5/26
1242,PM10,78,02/5/27
1243,PM10,85.5,02/5/28
1244,PM10,65,02/5/29
1245,PM10,64.5,02/5/30
1246,PM10,70,02/5/31
1247,PM10,70,02/6/1
1248,PM10,86,02/6/2
1249,PM10,88.5,02/6/3
1250,PM10,73.5,02/6/4
1251,PM10,67.5,02/6/5
1252,PM10,64.5,02/6/6
1253,PM10,61.5,02/6/7
1254,PM10,71.5,02/6/8
1255,PM10,91,02/6/9
1256,PM10,57,02/6/10
1257,PM10,56.5,02/6/11
1258,PM10,68,02/6/12
1259,PM10,59.5,02/6/13
1260,PM10,69.5,02/6/14
1261,PM10,102,02/6/15
1262,PM10,85.5,02/6/16
1263,PM10,77,02/6/17
1264,PM10,69.5,02/6/18
1265,PM10,69.5,02/6/19
1266,PM10,82,02/6/20
1267,PM10,86,02/6/21
1268,PM10,70.5,02/6/22
1269,PM10,62.5,02/6/23
1270,PM10,42,02/6/24
1271,PM10,68,02/6/25
1272,PM10,90.5,02/6/26
1273,PM10,73.5,02/6/27
1274,PM10,81,02/6/28
1275,PM10,62,02/6/29
1276,PM10,60.5,02/6/30
1277,PM10,74.5,02/7/1
1278,PM10,74,02/7/2
1279,PM10,86.5,02/7/3
1280,PM10,84,02/7/4
1281,PM10,70,02/7/5
1282,PM10,66.5,02/7/6
1283,PM10,70.5,02/7/7
1284,PM10,71.5,02/7/8
1285,PM10,83.5,02/7/9
1286,PM10,82,02/7/10
1287,PM10,71.5,02/7/11
1288,PM10,69,02/7/12
1289,PM10,64.5,02/7/13
1290,PM10,74.5,02/7/14
1291,PM10,67.5,02/7/15
1292,PM10,81,02/7/16
1293,PM10,78.5,02/7/17
1294,PM10,63.5,02/7/18
1295,PM10,58,02/7/19
1296,PM10,56.5,02/7/20
1297,PM10,66.5,02/7/21
1298,PM10,80.5,02/7/22
1299,PM10,85.5,02/7/23
1300,PM10,86.5,02/7/24
1301,PM10,126,02/7/25
1302,PM10,69.5,02/7/26
1303,PM10,62.5,02/7/27
1304,PM10,66,02/7/28
1305,PM10,68.5,02/7/29
1306,PM10,85,02/7/30
1307,PM10,72,02/7/31
1308,PM10,65.5,02/8/1
1309,PM10,66,02/8/2
1310,PM10,66,02/8/3
1311,PM10,61,02/8/4
1312,PM10,62.5,02/8/5
1313,PM10,66.5,02/8/6
1314,PM10,53.5,02/8/7
1315,PM10,54,02/8/8
1316,PM10,56.5,02/8/9
1317,PM10,60.5,02/8/10
1318,PM10,74,02/8/11
1319,PM10,75,02/8/12
1320,PM10,82,02/8/13
1321,PM10,68.5,02/8/14
1322,PM10,74.5,02/8/15
1323,PM10,83.5,02/8/16
1324,PM10,76.5,02/8/17
1325,PM10,76.5,02/8/18
1326,PM10,61,02/8/19
1327,PM10,59.5,02/8/20
1328,PM10,74,02/8/21
1329,PM10,71.5,02/8/22
1330,PM10,97.5,02/8/23
1331,PM10,93.5,02/8/24
1332,PM10,71.5,02/8/25
1333,PM10,52,02/8/26
1334,PM10,58.5,02/8/27
1335,PM10,71.5,02/8/28
1336,PM10,58,02/8/29
1337,PM10,68,02/8/30
1338,PM10,84,02/8/31
1339,PM10,77,02/9/1
1340,PM10,56,02/9/2
1341,PM10,49,02/9/3
1342,PM10,44,02/9/4
1343,PM10,39,02/9/5
1344,PM10,60.5,02/9/6
1345,PM10,63.5,02/9/7
1346,PM10,82.5,02/9/8
1347,PM10,95,02/9/9
1348,PM10,86,02/9/10
1349,PM10,82.5,02/9/11
1350,PM10,38,02/9/12
1351,PM10,37,02/9/13
1352,PM10,30,02/9/14
1353,PM10,55,02/9/15
1354,PM10,59.5,02/9/16
1355,PM10,73.5,02/9/17
1356,PM10,81.5,02/9/18
1357,PM10,74,02/9/19
1358,PM10,59.5,02/9/20
1359,PM10,50.5,02/9/21
1360,PM10,57,02/9/22
1361,PM10,58.5,02/9/23
1362,PM10,64.5,02/9/24
1363,PM10,54,02/9/25
1364,PM10,68.5,02/9/26
1365,PM10,60.5,02/9/27
1366,PM10,40,02/9/28
1367,PM10,53,02/9/29
1368,PM10,64,02/9/30
1369,PM10,64,02/10/1
1370,PM10,67.5,02/10/2
1371,PM10,75,02/10/3
1372,PM10,84.5,02/10/4
1373,PM10,93.5,02/10/5
1374,PM10,52,02/10/6
1375,PM10,53.5,02/10/7
1376,PM10,60.5,02/10/8
1377,PM10,60,02/10/9
1378,PM10,58,02/10/10
1379,PM10,60.5,02/10/11
1380,PM10,72.5,02/10/12
1381,PM10,112.5,02/10/13
1382,PM10,104.5,02/10/14
1383,PM10,114.5,02/10/15
1384,PM10,105.5,02/10/16
1385,PM10,96.5,02/10/17
1386,PM10,75,02/10/18
1387,PM10,39,02/10/19
1388,PM10,29,02/10/20
1389,PM10,44,02/10/21
1390,PM10,48,02/10/22
1391,PM10,54.5,02/10/23
1392,PM10,80.5,02/10/24
1393,PM10,54,02/10/25
1394,PM10,52,02/10/26
1395,PM10,56.5,02/10/27
1396,PM10,68,02/10/28
1397,PM10,93.5,02/10/29
1398,PM10,122,02/10/30
1399,PM10,98.5,02/10/31
1400,PM10,71,02/11/1
1401,PM10,75.5,02/11/2
1402,PM10,64.5,02/11/3
1403,PM10,80.5,02/11/4
1404,PM10,96.5,02/11/5
1405,PM10,145.5,02/11/6
1406,PM10,122,02/11/7
1407,PM10,68,02/11/8
1408,PM10,60,02/11/9
1409,PM10,84,02/11/10
1410,PM10,146,02/11/11
1411,PM10,323.75,02/11/12
1412,PM10,92.5,02/11/13
1413,PM10,109.5,02/11/14
1414,PM10,123,02/11/15
1415,PM10,96.5,02/11/16
1416,PM10,69,02/11/17
1417,PM10,52.5,02/11/18
1418,PM10,79,02/11/19
1419,PM10,102,02/11/20
1420,PM10,109.5,02/11/21
1421,PM10,117,02/11/22
1422,PM10,90.5,02/11/23
1423,PM10,164,02/11/24
1424,PM10,156.5,02/11/25
1425,PM10,84,02/11/26
1426,PM10,90.5,02/11/27
1427,PM10,103.5,02/11/28
1428,PM10,130.5,02/11/29
1429,PM10,138,02/11/30
1430,PM10,142,02/12/1
1431,PM10,154.5,02/12/2
1432,PM10,170,02/12/3
1433,PM10,125,02/12/4
1434,PM10,91,02/12/5
1435,PM10,45,02/12/6
1436,PM10,37,02/12/7
1437,PM10,41,02/12/8
1438,PM10,59.5,02/12/9
1439,PM10,76.5,02/12/10
1440,PM10,110.5,02/12/11
1441,PM10,126,02/12/12
1442,PM10,132,02/12/13
1443,PM10,132.5,02/12/14
1444,PM10,154,02/12/15
1445,PM10,84,02/12/16
1446,PM10,81.5,02/12/17
1447,PM10,100.5,02/12/18
1448,PM10,116.5,02/12/19
1449,PM10,164.5,02/12/20
1450,PM10,110,02/12/21
1451,PM10,73.5,02/12/22
1452,PM10,67.5,02/12/23
1453,PM10,69.5,02/12/24
1454,PM10,63,02/12/25
1455,PM10,105,02/12/26
1456,PM10,146,02/12/27
1457,PM10,107.5,02/12/28
1458,PM10,186.5,02/12/29
1459,PM10,212.8571429,02/12/30
1460,PM10,145,02/12/31
2556,PM10,189,03/1/1
2557,PM10,130.5,03/1/2
2558,PM10,126,03/1/3
2559,PM10,82.5,03/1/4
2560,PM10,93,03/1/5
2561,PM10,102,03/1/6
2562,PM10,130,03/1/7
2563,PM10,104.5,03/1/8
2564,PM10,106.5,03/1/9
2565,PM10,180,03/1/10
2566,PM10,158,03/1/11
2567,PM10,91.5,03/1/12
2568,PM10,92,03/1/13
2569,PM10,94.5,03/1/14
2570,PM10,86.5,03/1/15
2571,PM10,82,03/1/16
2572,PM10,121,03/1/17
2573,PM10,132,03/1/18
2574,PM10,160.5,03/1/19
2575,PM10,126.5,03/1/20
2576,PM10,86,03/1/21
2577,PM10,99,03/1/22
2578,PM10,75,03/1/23
2579,PM10,84.5,03/1/24
2580,PM10,113,03/1/25
2581,PM10,118,03/1/26
2582,PM10,86.5,03/1/27
2583,PM10,50.5,03/1/28
2584,PM10,59,03/1/29
2585,PM10,73,03/1/30
2586,PM10,83.5,03/1/31
2587,PM10,94,03/2/1
2588,PM10,90.5,03/2/2
2589,PM10,89.5,03/2/3
2590,PM10,136.5,03/2/4
2591,PM10,54.5,03/2/5
2592,PM10,57.5,03/2/6
2593,PM10,63,03/2/7
2594,PM10,61.5,03/2/8
2595,PM10,85.5,03/2/9
2596,PM10,69,03/2/10
2597,PM10,49,03/2/11
2598,PM10,52,03/2/12
2599,PM10,73,03/2/13
2600,PM10,102,03/2/14
2601,PM10,105,03/2/15
2602,PM10,98.5,03/2/16
2603,PM10,101.5,03/2/17
2604,PM10,148.5,03/2/18
2605,PM10,174,03/2/19
2606,PM10,125.5,03/2/20
2607,PM10,89,03/2/21
2608,PM10,68,03/2/22
2609,PM10,98,03/2/23
2610,PM10,130,03/2/24
2611,PM10,180.5,03/2/25
2612,PM10,144,03/2/26
2613,PM10,114.5,03/2/27
2614,PM10,98,03/2/28
2615,PM10,104.5,03/3/1
2616,PM10,135.5,03/3/2
2617,PM10,95.5,03/3/3
2618,PM10,86,03/3/4
2619,PM10,95.5,03/3/5
2620,PM10,76.5,03/3/6
2621,PM10,95,03/3/7
2622,PM10,133,03/3/8
2623,PM10,131.5,03/3/9
2624,PM10,84,03/3/10
2625,PM10,71,03/3/11
2626,PM10,79,03/3/12
2627,PM10,101,03/3/13
2628,PM10,131,03/3/14
2629,PM10,125.5,03/3/15
2630,PM10,108,03/3/16
2631,PM10,101.5,03/3/17
2632,PM10,151.5,03/3/18
2633,PM10,141.5,03/3/19
2634,PM10,93,03/3/20
2635,PM10,77,03/3/21
2636,PM10,93,03/3/22
2637,PM10,102.5,03/3/23
2638,PM10,124,03/3/24
2639,PM10,112,03/3/25
2640,PM10,104,03/3/26
2641,PM10,108,03/3/27
2642,PM10,87.5,03/3/28
2643,PM10,98,03/3/29
2644,PM10,138,03/3/30
2645,PM10,143.5,03/3/31
2646,PM10,94,03/4/1
2647,PM10,80,03/4/2
2648,PM10,64.5,03/4/3
2649,PM10,72.5,03/4/4
2650,PM10,98.5,03/4/5
2651,PM10,89,03/4/6
2652,PM10,95.5,03/4/7
2653,PM10,97.5,03/4/8
2654,PM10,106,03/4/9
2655,PM10,89,03/4/10
2656,PM10,103,03/4/11
2657,PM10,151,03/4/12
2658,PM10,155.5,03/4/13
2659,PM10,102,03/4/14
2660,PM10,130.5,03/4/15
2661,PM10,124,03/4/16
2662,PM10,102,03/4/17
2663,PM10,77,03/4/18
2664,PM10,81,03/4/19
2665,PM10,90,03/4/20
2666,PM10,81,03/4/21
2667,PM10,63,03/4/22
2668,PM10,83,03/4/23
2669,PM10,133.5,03/4/24
2670,PM10,119.5,03/4/25
2671,PM10,83,03/4/26
2672,PM10,133.5,03/4/27
2673,PM10,94.5,03/4/28
2674,PM10,86.5,03/4/29
2675,PM10,76.5,03/4/30
2676,PM10,78,03/5/1
2677,PM10,73.5,03/5/2
2678,PM10,76.5,03/5/3
2679,PM10,112.5,03/5/4
2680,PM10,85,03/5/5
2681,PM10,81,03/5/6
2682,PM10,82.5,03/5/7
2683,PM10,100.5,03/5/8
2684,PM10,109,03/5/9
2685,PM10,115,03/5/10
2686,PM10,98.5,03/5/11
2687,PM10,101.5,03/5/12
2688,PM10,93.5,03/5/13
2689,PM10,78,03/5/14
2690,PM10,94.5,03/5/15
2691,PM10,97,03/5/16
2692,PM10,118.5,03/5/17
2693,PM10,122,03/5/18
2694,PM10,85,03/5/19
2695,PM10,96.5,03/5/20
2696,PM10,103,03/5/21
2697,PM10,92,03/5/22
2698,PM10,71,03/5/23
2699,PM10,102,03/5/24
2700,PM10,82,03/5/25
2701,PM10,78.5,03/5/26
2702,PM10,103,03/5/27
2703,PM10,72,03/5/28
2704,PM10,68,03/5/29
2705,PM10,89.5,03/5/30
2706,PM10,83.5,03/5/31
2707,PM10,83,03/6/1
2708,PM10,66,03/6/2
2709,PM10,73,03/6/3
2710,PM10,72.5,03/6/4
2711,PM10,77.5,03/6/5
2712,PM10,97,03/6/6
2713,PM10,64,03/6/7
2714,PM10,81.5,03/6/8
2715,PM10,72.5,03/6/9
2716,PM10,87,03/6/10
2717,PM10,75,03/6/11
2718,PM10,61,03/6/12
2719,PM10,56,03/6/13
2720,PM10,59.5,03/6/14
2721,PM10,72.5,03/6/15
2722,PM10,68,03/6/16
2723,PM10,75,03/6/17
2724,PM10,84,03/6/18
2725,PM10,97,03/6/19
2726,PM10,101,03/6/20
2727,PM10,81,03/6/21
2728,PM10,70,03/6/22
2729,PM10,73,03/6/23
2730,PM10,62.5,03/6/24
2731,PM10,75,03/6/25
2732,PM10,72.5,03/6/26
2733,PM10,100,03/6/27
2734,PM10,102,03/6/28
2735,PM10,73.5,03/6/29
2736,PM10,72,03/6/30
2737,PM10,77.5,03/7/1
2738,PM10,85,03/7/2
2739,PM10,95.5,03/7/3
2740,PM10,70,03/7/4
2741,PM10,69,03/7/5
2742,PM10,62,03/7/6
2743,PM10,84.5,03/7/7
2744,PM10,77,03/7/8
2745,PM10,66,03/7/9
2746,PM10,78.5,03/7/10
2747,PM10,85.5,03/7/11
2748,PM10,69,03/7/12
2749,PM10,75,03/7/13
2750,PM10,77.5,03/7/14
2751,PM10,64,03/7/15
2752,PM10,77,03/7/16
2753,PM10,64.5,03/7/17
2754,PM10,52,03/7/18
2755,PM10,83,03/7/19
2756,PM10,112,03/7/20
2757,PM10,65,03/7/21
2758,PM10,74.5,03/7/22
2759,PM10,100,03/7/23
2760,PM10,89,03/7/24
2761,PM10,74.5,03/7/25
2762,PM10,57.5,03/7/26
2763,PM10,56,03/7/27
2764,PM10,53,03/7/28
2765,PM10,73,03/7/29
2766,PM10,81.5,03/7/30
2767,PM10,81.5,03/7/31
2768,PM10,73,03/8/1
2769,PM10,82.5,03/8/2
2770,PM10,76,03/8/3
2771,PM10,86.5,03/8/4
2772,PM10,64,03/8/5
2773,PM10,75,03/8/6
2774,PM10,101.5,03/8/7
2775,PM10,94,03/8/8
2776,PM10,86.5,03/8/9
2777,PM10,85,03/8/10
2778,PM10,79,03/8/11
2779,PM10,79.5,03/8/12
2780,PM10,71,03/8/13
2781,PM10,65,03/8/14
2782,PM10,78,03/8/15
2783,PM10,55,03/8/16
2784,PM10,78,03/8/17
2785,PM10,69.5,03/8/18
2786,PM10,61,03/8/19
2787,PM10,76,03/8/20
2788,PM10,78.5,03/8/21
2789,PM10,56,03/8/22
2790,PM10,54.5,03/8/23
2791,PM10,57,03/8/24
2792,PM10,71,03/8/25
2793,PM10,75,03/8/26
2794,PM10,51.5,03/8/27
2795,PM10,61,03/8/28
2796,PM10,54,03/8/29
2797,PM10,36,03/8/30
2798,PM10,53,03/8/31
2799,PM10,63,03/9/1
2800,PM10,49,03/9/2
2801,PM10,78,03/9/3
2802,PM10,87,03/9/4
2803,PM10,42,03/9/5
2804,PM10,63.5,03/9/6
2805,PM10,59,03/9/7
2806,PM10,54.5,03/9/8
2807,PM10,51,03/9/9
2808,PM10,77.5,03/9/10
2809,PM10,79,03/9/11
2810,PM10,80,03/9/12
2811,PM10,74,03/9/13
2812,PM10,76,03/9/14
2813,PM10,90,03/9/15
2814,PM10,74,03/9/16
2815,PM10,89.5,03/9/17
2816,PM10,55,03/9/18
2817,PM10,43,03/9/19
2818,PM10,52,03/9/20
2819,PM10,66,03/9/21
2820,PM10,64.5,03/9/22
2821,PM10,50,03/9/23
2822,PM10,57.5,03/9/24
2823,PM10,62.5,03/9/25
2824,PM10,99,03/9/26
2825,PM10,86,03/9/27
2826,PM10,84,03/9/28
2827,PM10,68,03/9/29
2828,PM10,104.5,03/9/30
2829,PM10,78.5,03/10/1
2830,PM10,75,03/10/2
2831,PM10,63.5,03/10/3
2832,PM10,87,03/10/4
2833,PM10,96.5,03/10/5
2834,PM10,64.5,03/10/6
2835,PM10,71.5,03/10/7
2836,PM10,67,03/10/8
2837,PM10,92.5,03/10/9
2838,PM10,111,03/10/10
2839,PM10,84,03/10/11
2840,PM10,35,03/10/12
2841,PM10,46,03/10/13
2842,PM10,57,03/10/14
2843,PM10,68.5,03/10/15
2844,PM10,93.5,03/10/16
2845,PM10,88.5,03/10/17
2846,PM10,119,03/10/18
2847,PM10,99,03/10/19
2848,PM10,74.5,03/10/20
2849,PM10,94,03/10/21
2850,PM10,72,03/10/22
2851,PM10,67.5,03/10/23
2852,PM10,70.5,03/10/24
2853,PM10,115.5,03/10/25
2854,PM10,88,03/10/26
2855,PM10,88,03/10/27
2856,PM10,88.5,03/10/28
2857,PM10,118,03/10/29
2858,PM10,94,03/10/30
2859,PM10,80.5,03/10/31
2860,PM10,80,03/11/1
2861,PM10,79.5,03/11/2
2862,PM10,84.5,03/11/3
2863,PM10,85,03/11/4
2864,PM10,107.5,03/11/5
2865,PM10,90.5,03/11/6
2866,PM10,39,03/11/7
2867,PM10,34,03/11/8
2868,PM10,51,03/11/9
2869,PM10,74.5,03/11/10
2870,PM10,75,03/11/11
2871,PM10,79.5,03/11/12
2872,PM10,87.5,03/11/13
2873,PM10,90,03/11/14
2874,PM10,123,03/11/15
2875,PM10,78,03/11/16
2876,PM10,90.5,03/11/17
2877,PM10,112,03/11/18
2878,PM10,113.5,03/11/19
2879,PM10,84.5,03/11/20
2880,PM10,76.5,03/11/21
2881,PM10,57,03/11/22
2882,PM10,80,03/11/23
2883,PM10,95,03/11/24
2884,PM10,112,03/11/25
2885,PM10,69,03/11/26
2886,PM10,52.5,03/11/27
2887,PM10,67,03/11/28
2888,PM10,104,03/11/29
2889,PM10,127.5,03/11/30
2890,PM10,116.5,03/12/1
2891,PM10,139.5,03/12/2
2892,PM10,170.5,03/12/3
2893,PM10,134,03/12/4
2894,PM10,88,03/12/5
2895,PM10,80,03/12/6
2896,PM10,53.5,03/12/7
2897,PM10,68,03/12/8
2898,PM10,84.5,03/12/9
2899,PM10,113,03/12/10
2900,PM10,88.5,03/12/11
2901,PM10,97.5,03/12/12
2902,PM10,128.5,03/12/13
2903,PM10,142,03/12/14
2904,PM10,142.5,03/12/15
2905,PM10,166,03/12/16
2906,PM10,173,03/12/17
2907,PM10,169,03/12/18
2908,PM10,97,03/12/19
2909,PM10,111.5,03/12/20
2910,PM10,107.5,03/12/21
2911,PM10,85.5,03/12/22
2912,PM10,129,03/12/23
2913,PM10,168,03/12/24
2914,PM10,158,03/12/25
2915,PM10,94,03/12/26
2916,PM10,106.5,03/12/27
2917,PM10,95,03/12/28
2918,PM10,132,03/12/29
2919,PM10,122.5,03/12/30
2920,PM10,108.5,03/12/31
4016,PM10,134,04/1/1
4017,PM10,147.5,04/1/2
4018,PM10,128,04/1/3
4019,PM10,172.5,04/1/4
4020,PM10,185.5,04/1/5
4021,PM10,231.4285714,04/1/6
4022,PM10,362.5,04/1/7
4023,PM10,92.5,04/1/8
4024,PM10,89.5,04/1/9
4025,PM10,128.5,04/1/10
4026,PM10,90.5,04/1/11
4027,PM10,96,04/1/12
4028,PM10,104,04/1/13
4029,PM10,88,04/1/14
4030,PM10,108.5,04/1/15
4031,PM10,89,04/1/16
4032,PM10,79,04/1/17
4033,PM10,84,04/1/18
4034,PM10,99.5,04/1/19
4035,PM10,104.5,04/1/20
4036,PM10,74,04/1/21
4037,PM10,86.5,04/1/22
4038,PM10,78.5,04/1/23
4039,PM10,64.5,04/1/24
4040,PM10,73,04/1/25
4041,PM10,81,04/1/26
4042,PM10,87.5,04/1/27
4043,PM10,79.5,04/1/28
4044,PM10,94.5,04/1/29
4045,PM10,142.5,04/1/30
4046,PM10,220,04/1/31
4047,PM10,192,04/2/1
4048,PM10,86.5,04/2/2
4049,PM10,94.5,04/2/3
4050,PM10,111.5,04/2/4
4051,PM10,94.5,04/2/5
4052,PM10,91.5,04/2/6
4053,PM10,123.5,04/2/7
4054,PM10,103,04/2/8
4055,PM10,114,04/2/9
4056,PM10,105.5,04/2/10
4057,PM10,185,04/2/11
4058,PM10,170.5,04/2/12
4059,PM10,160,04/2/13
4060,PM10,196,04/2/14
4061,PM10,114.5,04/2/15
4062,PM10,143,04/2/16
4063,PM10,194,04/2/17
4064,PM10,155.5,04/2/18
4065,PM10,138.5,04/2/19
4066,PM10,151,04/2/20
4067,PM10,138,04/2/21
4068,PM10,64.5,04/2/22
4069,PM10,94.5,04/2/23
4070,PM10,98.5,04/2/24
4071,PM10,119.5,04/2/25
4072,PM10,114.5,04/2/26
4073,PM10,109.5,04/2/27
4074,PM10,118.5,04/2/28
4075,PM10,112,04/3/1
4076,PM10,96.5,04/3/2
4077,PM10,121.5,04/3/3
4078,PM10,132,04/3/4
4079,PM10,97.5,04/3/5
4080,PM10,109.5,04/3/6
4081,PM10,81.5,04/3/7
4082,PM10,88.5,04/3/8
4083,PM10,111.5,04/3/9
4084,PM10,121,04/3/10
4085,PM10,175,04/3/11
4086,PM10,172.5,04/3/12
4087,PM10,128,04/3/13
4088,PM10,104,04/3/14
4089,PM10,148,04/3/15
4090,PM10,123,04/3/16
4091,PM10,122,04/3/17
4092,PM10,148,04/3/18
4093,PM10,75.5,04/3/19
4094,PM10,91.5,04/3/20
4095,PM10,99,04/3/21
4096,PM10,151,04/3/22
4097,PM10,117,04/3/23
4098,PM10,102,04/3/24
4099,PM10,115,04/3/25
4100,PM10,118,04/3/26
4101,PM10,128,04/3/27
4102,PM10,102,04/3/28
4103,PM10,117,04/3/29
4104,PM10,128,04/3/30
4105,PM10,185.5,04/3/31
4106,PM10,149,04/4/1
4107,PM10,123.5,04/4/2
4108,PM10,111,04/4/3
4109,PM10,72.5,04/4/4
4110,PM10,85.5,04/4/5
4111,PM10,91,04/4/6
4112,PM10,113.5,04/4/7
4113,PM10,111.5,04/4/8
4114,PM10,97,04/4/9
4115,PM10,114.5,04/4/10
4116,PM10,94.5,04/4/11
4117,PM10,142.5,04/4/12
4118,PM10,165,04/4/13
4119,PM10,116.5,04/4/14
4120,PM10,114.5,04/4/15
4121,PM10,121.5,04/4/16
4122,PM10,113,04/4/17
4123,PM10,121.5,04/4/18
4124,PM10,119,04/4/19
4125,PM10,129.5,04/4/20
4126,PM10,136,04/4/21
4127,PM10,157,04/4/22
4128,PM10,169,04/4/23
4129,PM10,150,04/4/24
4130,PM10,154.5,04/4/25
4131,PM10,107.5,04/4/26
4132,PM10,107.5,04/4/27
4133,PM10,68.5,04/4/28
4134,PM10,88,04/4/29
4135,PM10,102,04/4/30
4136,PM10,112.5,04/5/1
4137,PM10,98,04/5/2
4138,PM10,140.5,04/5/3
4139,PM10,87,04/5/4
4140,PM10,104,04/5/5
4141,PM10,91.5,04/5/6
4142,PM10,133,04/5/7
4143,PM10,141.5,04/5/8
4144,PM10,105.5,04/5/9
4145,PM10,123.5,04/5/10
4146,PM10,147,04/5/11
4147,PM10,135.5,04/5/12
4148,PM10,118.5,04/5/13
4149,PM10,119,04/5/14
4150,PM10,112.5,04/5/15
4151,PM10,90,04/5/16
4152,PM10,118,04/5/17
4153,PM10,79,04/5/18
4154,PM10,96,04/5/19
4155,PM10,97,04/5/20
4156,PM10,98,04/5/21
4157,PM10,106,04/5/22
4158,PM10,103,04/5/23
4159,PM10,101.5,04/5/24
4160,PM10,91,04/5/25
4161,PM10,101.5,04/5/26
4162,PM10,94,04/5/27
4163,PM10,94,04/5/28
4164,PM10,94.5,04/5/29
4165,PM10,144,04/5/30
4166,PM10,100,04/5/31
4167,PM10,100.5,04/6/1
4168,PM10,90,04/6/2
4169,PM10,115.5,04/6/3
4170,PM10,86,04/6/4
4171,PM10,85.5,04/6/5
4172,PM10,96.5,04/6/6
4173,PM10,110,04/6/7
4174,PM10,104.5,04/6/8
4175,PM10,112,04/6/9
4176,PM10,115.5,04/6/10
4177,PM10,139.5,04/6/11
4178,PM10,173.5,04/6/12
4179,PM10,163.5,04/6/13
